AFFYMETRIX_3PRIME_IVT_ID	Name	Species
226773_at	protein phosphatase, Mg2+/Mn2+ dependent 1K(PPM1K)	Homo sapiens
208881_x_at	isopentenyl-diphosphate delta isomerase 1(IDI1)	Homo sapiens
232194_at	methyltransferase like 4(METTL4)	Homo sapiens
206342_x_at	iduronate 2-sulfatase(IDS)	Homo sapiens
210666_at	iduronate 2-sulfatase(IDS)	Homo sapiens
219557_s_at	nuclear receptor interacting protein 3(NRIP3)	Homo sapiens
238237_at	ADAM metallopeptidase domain 3A-like(LOC100130964)	Homo sapiens
205544_s_at	complement C3d receptor 2(CR2)	Homo sapiens
201543_s_at	secretion associated Ras related GTPase 1A(SAR1A)	Homo sapiens
217718_s_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta(YWHAB)	Homo sapiens
212216_at	prolyl endopeptidase-like(PREPL)	Homo sapiens
212217_at	prolyl endopeptidase-like(PREPL)	Homo sapiens
231068_at	solute carrier family 47 member 2(SLC47A2)	Homo sapiens
203094_at	MAD2L1 binding protein(MAD2L1BP)	Homo sapiens
210407_at	protein phosphatase, Mg2+/Mn2+ dependent 1A(PPM1A)	Homo sapiens
203966_s_at	protein phosphatase, Mg2+/Mn2+ dependent 1A(PPM1A)	Homo sapiens
229347_at	MIR4458 host gene(MIR4458HG)	Homo sapiens
219160_s_at	poly(A) polymerase gamma(PAPOLG)	Homo sapiens
231313_at	uncharacterized LOC400761(FLJ27354)	Homo sapiens
1559980_at	zinc finger protein 7(ZNF7)	Homo sapiens
228298_at	PC-esterase domain containing 1B(PCED1B)	Homo sapiens
233613_x_at	RNA exonuclease 2(REXO2)	Homo sapiens
237636_at	protein phosphatase 2 regulatory subunit Balpha(PPP2R2A)	Homo sapiens
224394_at	ring finger protein 7(RNF7)	Homo sapiens
209841_s_at	leucine rich repeat neuronal 3(LRRN3)	Homo sapiens
232081_at	ATP binding cassette subfamily G member 1(ABCG1)	Homo sapiens
202147_s_at	interferon related developmental regulator 1(IFRD1)	Homo sapiens
230048_at	interferon related developmental regulator 1(IFRD1)	Homo sapiens
243358_at	insulin like growth factor 1 receptor(IGF1R)	Homo sapiens
242000_at	CAS1 domain containing 1(CASD1)	Homo sapiens
219563_at	spectrin repeat containing nuclear envelope family member 3(SYNE3)	Homo sapiens
209538_at	zinc finger protein 32(ZNF32)	Homo sapiens
203424_s_at	insulin like growth factor binding protein 5(IGFBP5)	Homo sapiens
203519_s_at	UPF2 regulator of nonsense transcripts homolog (yeast)(UPF2)	Homo sapiens
222804_x_at	DDB1 and CUL4 associated factor 10(DCAF10)	Homo sapiens
203562_at	fasciculation and elongation protein zeta 1(FEZ1)	Homo sapiens
222801_s_at	stromal antigen 3-like 4 (pseudogene)(STAG3L4)	Homo sapiens
206075_s_at	casein kinase 2 alpha 1(CSNK2A1)	Homo sapiens
1554745_at	Ral GEF with PH domain and SH3 binding motif 1(RALGPS1)	Homo sapiens
211634_x_at	immunoglobulin heavy constant mu(IGHM)	Homo sapiens
237032_x_at	signal induced proliferation associated 1 like 1(SIPA1L1)	Homo sapiens
219614_s_at	solute carrier family 6 member 20(SLC6A20)	Homo sapiens
226721_at	dpy-19 like 4 (C. elegans)(DPY19L4)	Homo sapiens
225485_at	centrosomal protein 41(CEP41)	Homo sapiens
240979_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 7(YWHAEP7)	Homo sapiens
213072_at	cysteine and histidine rich 1(CYHR1)	Homo sapiens
1561394_s_at	KIAA1755(KIAA1755)	Homo sapiens
213659_at	zinc finger protein 75D(ZNF75D)	Homo sapiens
215194_at	protein kinase C alpha(PRKCA)	Homo sapiens
203143_s_at	KIAA0040(KIAA0040)	Homo sapiens
209677_at	protein kinase C iota(PRKCI)	Homo sapiens
204601_at	NEDD4 binding protein 1(N4BP1)	Homo sapiens
221331_x_at	cytotoxic T-lymphocyte associated protein 4(CTLA4)	Homo sapiens
231794_at	cytotoxic T-lymphocyte associated protein 4(CTLA4)	Homo sapiens
234362_s_at	cytotoxic T-lymphocyte associated protein 4(CTLA4)	Homo sapiens
236341_at	cytotoxic T-lymphocyte associated protein 4(CTLA4)	Homo sapiens
223688_s_at	lymphocyte antigen 6 complex, locus K(LY6K)	Homo sapiens
200777_s_at	basic leucine zipper and W2 domains 1(BZW1)	Homo sapiens
240230_s_at	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9(AGAP9)	Homo sapiens
1565900_at	methyltransferase like 15(METTL15)	Homo sapiens
1570307_s_at	ST18, C2H2C-type zinc finger(ST18)	Homo sapiens
202087_s_at	cathepsin L(CTSL)	Homo sapiens
206358_at	protamine 1(PRM1)	Homo sapiens
234474_x_at	interleukin 6 signal transducer(IL6ST)	Homo sapiens
201300_s_at	prion protein(PRNP)	Homo sapiens
214833_at	transmembrane protein 63A(TMEM63A)	Homo sapiens
233194_at	STARD13 antisense RNA(STARD13-AS)	Homo sapiens
222142_at	CYLD lysine 63 deubiquitinase(CYLD)	Homo sapiens
57082_at	low density lipoprotein receptor adaptor protein 1(LDLRAP1)	Homo sapiens
221790_s_at	low density lipoprotein receptor adaptor protein 1(LDLRAP1)	Homo sapiens
239682_at	KAT8 regulatory NSL complex subunit 1 like(KANSL1L)	Homo sapiens
1563674_at	Fc receptor like 2(FCRL2)	Homo sapiens
221239_s_at	Fc receptor like 2(FCRL2)	Homo sapiens
1552584_at	interleukin 12 receptor subunit beta 1(IL12RB1)	Homo sapiens
225252_at	sulfiredoxin 1(SRXN1)	Homo sapiens
217898_at	ER membrane protein complex subunit 7(EMC7)	Homo sapiens
231220_at	CUGBP, Elav-like family member 4(CELF4)	Homo sapiens
220842_at	Abelson helper integration site 1(AHI1)	Homo sapiens
209829_at	family with sequence similarity 65 member B(FAM65B)	Homo sapiens
1559559_at	SPATA31 subfamily E member 1(SPATA31E1)	Homo sapiens
221201_s_at	zinc finger protein 155(ZNF155)	Homo sapiens
231950_at	zinc finger protein 658(ZNF658)	Homo sapiens
243940_at	teashirt zinc finger homeobox 2(TSHZ2)	Homo sapiens
227648_at	single-pass membrane protein with aspartate rich tail 1(SMDT1)	Homo sapiens
205765_at	cytochrome P450 family 3 subfamily A member 5(CYP3A5)	Homo sapiens
209738_x_at	pregnancy specific beta-1-glycoprotein 6(PSG6)	Homo sapiens
219087_at	asporin(ASPN)	Homo sapiens
1556911_at	ALMS1 intronic transcript 1(ALMS1-IT1)	Homo sapiens
243128_at	zinc finger protein 175(ZNF175)	Homo sapiens
240705_at	cytochrome P450 family 19 subfamily A member 1(CYP19A1)	Homo sapiens
201626_at	insulin induced gene 1(INSIG1)	Homo sapiens
232647_at	protein interacting with cyclin A1(PROCA1)	Homo sapiens
239406_at	zinc finger and SCAN domain containing 9(ZSCAN9)	Homo sapiens
219809_at	WD repeat domain 55(WDR55)	Homo sapiens
201587_s_at	interleukin 1 receptor associated kinase 1(IRAK1)	Homo sapiens
203385_at	diacylglycerol kinase alpha(DGKA)	Homo sapiens
211272_s_at	diacylglycerol kinase alpha(DGKA)	Homo sapiens
203275_at	interferon regulatory factor 2(IRF2)	Homo sapiens
1556035_s_at	zinc finger protein 207(ZNF207)	Homo sapiens
219620_x_at	torsin family 4 member A(TOR4A)	Homo sapiens
202750_s_at	tuftelin interacting protein 11(TFIP11)	Homo sapiens
243457_s_at	zinc finger protein 214(ZNF214)	Homo sapiens
220489_s_at	serine incorporator 2(SERINC2)	Homo sapiens
220097_s_at	transmembrane protein 104(TMEM104)	Homo sapiens
1555800_at	zinc finger protein 385B(ZNF385B)	Homo sapiens
233474_at	uncharacterized LOC284240(LOC284240)	Homo sapiens
229318_at	NUTM2B antisense RNA 1(NUTM2B-AS1)	Homo sapiens
206104_at	ISL LIM homeobox 1(ISL1)	Homo sapiens
219353_at	NHL repeat containing 2(NHLRC2)	Homo sapiens
231717_s_at	zinc finger protein 226(ZNF226)	Homo sapiens
215547_at	TSC22 domain family member 2(TSC22D2)	Homo sapiens
238932_at	TSC22 domain family member 2(TSC22D2)	Homo sapiens
210954_s_at	TSC22 domain family member 2(TSC22D2)	Homo sapiens
219062_s_at	zinc finger CCHC-type containing 2(ZCCHC2)	Homo sapiens
237981_at	cardiomyopathy associated 5(CMYA5)	Homo sapiens
235447_at	TruB pseudouridine synthase family member 1(TRUB1)	Homo sapiens
205719_s_at	uncharacterized LOC101929036(LOC101929036)	Homo sapiens
223915_at	BCL6 corepressor(BCOR)	Homo sapiens
223916_s_at	BCL6 corepressor(BCOR)	Homo sapiens
227034_at	sosondowah ankyrin repeat domain family member C(SOWAHC)	Homo sapiens
235085_at	homolog of rat pragma of Rnd2(SGK223)	Homo sapiens
210184_at	integrin subunit alpha X(ITGAX)	Homo sapiens
234594_at	ITPK1 antisense RNA 1(ITPK1-AS1)	Homo sapiens
229715_at	natural killer cell cytotoxicity receptor 3 ligand 1(NCR3LG1)	Homo sapiens
212299_at	NIMA related kinase 9(NEK9)	Homo sapiens
214738_s_at	NIMA related kinase 9(NEK9)	Homo sapiens
1555856_s_at	aldo-keto reductase family 1 member C1(AKR1C1)	Homo sapiens
1555855_at	aldo-keto reductase family 1 member C1(AKR1C1)	Homo sapiens
218447_at	C-X9-C motif containing 2(CMC2)	Homo sapiens
211653_x_at	aldo-keto reductase family 1 member C2(AKR1C2)	Homo sapiens
220015_at	castor zinc finger 1(CASZ1)	Homo sapiens
240465_at	chromosome 4 open reading frame 32(C4orf32)	Homo sapiens
242847_at	EMSY, BRCA2 interacting transcriptional repressor(EMSY)	Homo sapiens
242720_at	inter-alpha-trypsin inhibitor heavy chain family member 4(ITIH4)	Homo sapiens
225886_at	DEAD-box helicase 5(DDX5)	Homo sapiens
225318_at	Wolf-Hirschhorn syndrome candidate 1-like 1(WHSC1L1)	Homo sapiens
217710_x_at	inositol-tetrakisphosphate 1-kinase(ITPK1)	Homo sapiens
241472_at	Dmx like 1(DMXL1)	Homo sapiens
205186_at	dynein axonemal light intermediate chain 1(DNALI1)	Homo sapiens
240970_x_at	uncharacterized LOC102723684(LOC102723684)	Homo sapiens
46665_at	semaphorin 4C(SEMA4C)	Homo sapiens
207698_at	long intergenic non-protein coding RNA 1558(LINC01558)	Homo sapiens
207710_at	late cornified envelope 2B(LCE2B)	Homo sapiens
232875_at	focadhesin(FOCAD)	Homo sapiens
226661_at	cell division cycle associated 2(CDCA2)	Homo sapiens
207814_at	defensin alpha 6(DEFA6)	Homo sapiens
223322_at	Ras association domain family member 5(RASSF5)	Homo sapiens
1555209_at	uncharacterized LOC439951(LOC439951)	Homo sapiens
229466_at	tripartite motif containing 66(TRIM66)	Homo sapiens
241623_at	protein tyrosine phosphatase, non-receptor type 2(PTPN2)	Homo sapiens
1561004_at	PRKCQ antisense RNA 1(PRKCQ-AS1)	Homo sapiens
230172_at	interferon alpha inducible protein 27 like 1(IFI27L1)	Homo sapiens
203155_at	SET domain bifurcated 1(SETDB1)	Homo sapiens
214197_s_at	SET domain bifurcated 1(SETDB1)	Homo sapiens
244137_at	apoptosis resistant E3 ubiquitin protein ligase 1(AREL1)	Homo sapiens
215641_at	SEC24 homolog D, COPII coat complex component(SEC24D)	Homo sapiens
208511_at	pituitary tumor-transforming 3, pseudogene(PTTG3P)	Homo sapiens
203620_s_at	FCH and double SH3 domains 2(FCHSD2)	Homo sapiens
221423_s_at	Yip1 domain family member 5(YIPF5)	Homo sapiens
235921_at	uncharacterized LOC102723721(LOC102723721)	Homo sapiens
238797_at	tripartite motif containing 11(TRIM11)	Homo sapiens
244533_at	protein tyrosine phosphatase, non-receptor type 14(PTPN14)	Homo sapiens
1570204_at	ZBED3 antisense RNA 1(ZBED3-AS1)	Homo sapiens
207237_at	potassium voltage-gated channel subfamily A member 3(KCNA3)	Homo sapiens
223126_s_at	chromosome 1 open reading frame 21(C1orf21)	Homo sapiens
212013_at	peroxidasin(PXDN)	Homo sapiens
232936_at	potassium voltage-gated channel subfamily A member 7(KCNA7)	Homo sapiens
227126_at	protein tyrosine phosphatase, receptor type G(PTPRG)	Homo sapiens
1559739_at	choline phosphotransferase 1(CHPT1)	Homo sapiens
1563904_at	uncharacterized LOC100129620(LOC100129620)	Homo sapiens
243893_at	potassium voltage-gated channel subfamily C member 3(KCNC3)	Homo sapiens
226571_s_at	protein tyrosine phosphatase, receptor type S(PTPRS)	Homo sapiens
209694_at	6-pyruvoyltetrahydropterin synthase(PTS)	Homo sapiens
1559114_a_at	atypical chemokine receptor 3(ACKR3)	Homo sapiens
235253_at	RAD1 checkpoint DNA exonuclease(RAD1)	Homo sapiens
241995_at	deoxyguanosine kinase(DGUOK)	Homo sapiens
232702_at	RAB GTPase activating protein 1 like(RABGAP1L)	Homo sapiens
213096_at	transmembrane and coiled-coil domain family 2(TMCC2)	Homo sapiens
232983_s_at	secretion regulating guanine nucleotide exchange factor(SERGEF)	Homo sapiens
1553506_at	carboxypeptidase O(CPO)	Homo sapiens
1554290_at	uncharacterized LOC101929134(LOC101929134)	Homo sapiens
206183_s_at	uncharacterized LOC101929134(LOC101929134)	Homo sapiens
238045_at	transmembrane protein 65(TMEM65)	Homo sapiens
225695_at	solute carrier family 35 member F6(SLC35F6)	Homo sapiens
216466_at	neuron navigator 3(NAV3)	Homo sapiens
230556_at	inner mitochondrial membrane peptidase subunit 1(IMMP1L)	Homo sapiens
221011_s_at	limb bud and heart development(LBH)	Homo sapiens
223196_s_at	sestrin 2(SESN2)	Homo sapiens
223195_s_at	sestrin 2(SESN2)	Homo sapiens
221002_s_at	tetraspanin 14(TSPAN14)	Homo sapiens
207147_at	distal-less homeobox 2(DLX2)	Homo sapiens
213852_at	RNA binding motif protein 8A(RBM8A)	Homo sapiens
217856_at	RNA binding motif protein 8A(RBM8A)	Homo sapiens
208317_at	xylulokinase(XYLB)	Homo sapiens
230635_at	taurine up-regulated 1 (non-protein coding)(TUG1)	Homo sapiens
210890_x_at	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1(KIR2DL1)	Homo sapiens
211397_x_at	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2(KIR2DL2)	Homo sapiens
1552711_a_at	cytochrome b5 domain containing 1(CYB5D1)	Homo sapiens
226833_at	cytochrome b5 domain containing 1(CYB5D1)	Homo sapiens
1553219_a_at	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1(AMMECR1)	Homo sapiens
208426_x_at	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4(KIR2DL4)	Homo sapiens
210365_at	uncharacterized LOC100506403(LOC100506403)	Homo sapiens
208198_x_at	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1(KIR2DS1)	Homo sapiens
1562587_at	cytokine dependent hematopoietic cell linker(CLNK)	Homo sapiens
226557_at	tetratricopeptide repeat domain 5(TTC5)	Homo sapiens
1562338_at	membrane associated ring-CH-type finger 1(MARCH1)	Homo sapiens
1557823_s_at	uncharacterized LOC401134(LOC401134)	Homo sapiens
211635_x_at	immunoglobulin heavy variable 4-31(IGHV4-31)	Homo sapiens
201987_at	mediator complex subunit 13(MED13)	Homo sapiens
229989_at	ferredoxin-fold anticodon binding domain containing 1(FDXACB1)	Homo sapiens
223351_at	chromosome 17 open reading frame 80(C17orf80)	Homo sapiens
204478_s_at	RAB interacting factor(RABIF)	Homo sapiens
236698_at	dynein cytoplasmic 1 intermediate chain 2(DYNC1I2)	Homo sapiens
235311_at	FK506 binding protein 14(FKBP14)	Homo sapiens
1554065_at	multivesicular body subunit 12B(MVB12B)	Homo sapiens
240264_at	L3MBTL4 antisense RNA 1(L3MBTL4-AS1)	Homo sapiens
211762_s_at	karyopherin subunit alpha 2(KPNA2)	Homo sapiens
226939_at	cytoplasmic polyadenylation element binding protein 2(CPEB2)	Homo sapiens
236880_at	RAD52 homolog, DNA repair protein(RAD52)	Homo sapiens
204522_at	decapping exoribonuclease(DXO)	Homo sapiens
226741_at	solute carrier family 12 member 6(SLC12A6)	Homo sapiens
213842_x_at	NOP2/Sun RNA methyltransferase family member 5 pseudogene 1(NSUN5P1)	Homo sapiens
219099_at	TP53 induced glycolysis regulatory phosphatase(TIGAR)	Homo sapiens
205510_s_at	uncharacterized protein FLJ10038(FLJ10038)	Homo sapiens
210587_at	inhibin beta E subunit(INHBE)	Homo sapiens
1558523_at	family with sequence similarity 184 member A(FAM184A)	Homo sapiens
1553212_at	keratin 78(KRT78)	Homo sapiens
238622_at	RAP2B, member of RAS oncogene family(RAP2B)	Homo sapiens
222781_s_at	chromosome 9 open reading frame 40(C9orf40)	Homo sapiens
1558569_at	uncharacterized LOC100131541(LOC100131541)	Homo sapiens
226407_at	TPT1 antisense RNA 1(TPT1-AS1)	Homo sapiens
203320_at	SH2B adaptor protein 3(SH2B3)	Homo sapiens
226258_at	antagonist of mitotic exit network 1 homolog(AMN1)	Homo sapiens
228491_at	keratin 19(KRT19)	Homo sapiens
238801_at	RNA binding motif protein 33(RBM33)	Homo sapiens
212781_at	RB binding protein 6, ubiquitin ligase(RBBP6)	Homo sapiens
234098_at	sine oculis binding protein homolog(SOBP)	Homo sapiens
208430_s_at	dystrobrevin alpha(DTNA)	Homo sapiens
218918_at	mannosidase alpha class 1C member 1(MAN1C1)	Homo sapiens
215189_at	keratin 86(KRT86)	Homo sapiens
1556049_at	reticulon 4(RTN4)	Homo sapiens
213990_s_at	p21 (RAC1) activated kinase 5(PAK5)	Homo sapiens
230148_at	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)(AHSA2)	Homo sapiens
205735_s_at	AF4/FMR2 family member 3(AFF3)	Homo sapiens
232042_at	tweety family member 2(TTYH2)	Homo sapiens
232112_at	Ral GEF with PH domain and SH3 binding motif 2(RALGPS2)	Homo sapiens
220338_at	Ral GEF with PH domain and SH3 binding motif 2(RALGPS2)	Homo sapiens
227533_at	Ral GEF with PH domain and SH3 binding motif 2(RALGPS2)	Homo sapiens
203726_s_at	laminin subunit alpha 3(LAMA3)	Homo sapiens
217097_s_at	putative homeodomain transcription factor 2(PHTF2)	Homo sapiens
1554849_at	torsin family 1 member A(TOR1A)	Homo sapiens
223036_at	phenylalanyl-tRNA synthetase beta subunit(FARSB)	Homo sapiens
232213_at	pellino E3 ubiquitin protein ligase 1(PELI1)	Homo sapiens
228812_at	REL proto-oncogene, NF-kB subunit(REL)	Homo sapiens
221586_s_at	E2F transcription factor 5(E2F5)	Homo sapiens
228902_at	nucleoporin 214(NUP214)	Homo sapiens
1552633_at	zinc finger protein 101(ZNF101)	Homo sapiens
219405_at	tripartite motif containing 68(TRIM68)	Homo sapiens
212124_at	zinc finger MIZ-type containing 1(ZMIZ1)	Homo sapiens
233764_s_at	La ribonucleoprotein domain family member 1B(LARP1B)	Homo sapiens
1566606_a_at	testis expressed 9(TEX9)	Homo sapiens
238964_at	fidgetin, microtubule severing factor(FIGN)	Homo sapiens
210541_s_at	tripartite motif containing 27(TRIM27)	Homo sapiens
212116_at	tripartite motif containing 27(TRIM27)	Homo sapiens
200650_s_at	lactate dehydrogenase A(LDHA)	Homo sapiens
210972_x_at	T cell receptor delta variable 2(TRDV2)	Homo sapiens
1558643_s_at	EGF like repeats and discoidin domains 3(EDIL3)	Homo sapiens
223013_at	transducin beta like 1 X-linked receptor 1(TBL1XR1)	Homo sapiens
230403_at	regulatory factor X3(RFX3)	Homo sapiens
230876_at	zinc finger protein 883(ZNF883)	Homo sapiens
216548_x_at	high mobility group box 3 pseudogene 1(HMGB3P1)	Homo sapiens
1555219_at	retinal G protein coupled receptor(RGR)	Homo sapiens
207409_at	leukocyte cell derived chemotaxin 2(LECT2)	Homo sapiens
1556437_at	uncharacterized LOC253805(LOC253805)	Homo sapiens
226771_at	ATPase phospholipid transporting 8B2(ATP8B2)	Homo sapiens
228295_at	WD repeat domain 59(WDR59)	Homo sapiens
205823_at	regulator of G-protein signaling 12(RGS12)	Homo sapiens
242079_at	regulator of G-protein signaling 12(RGS12)	Homo sapiens
228762_at	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase(LFNG)	Homo sapiens
223325_at	thioredoxin domain containing 11(TXNDC11)	Homo sapiens
1560404_a_at	diphthamine biosynthesis 6(DPH6)	Homo sapiens
63009_at	SHQ1, H/ACA ribonucleoprotein assembly factor(SHQ1)	Homo sapiens
1569502_s_at	TP73 antisense RNA 1(TP73-AS1)	Homo sapiens
238656_at	RAD50 double strand break repair protein(RAD50)	Homo sapiens
220985_s_at	ring finger protein 170(RNF170)	Homo sapiens
209882_at	Ras like without CAAX 1(RIT1)	Homo sapiens
222013_x_at	eukaryotic elongation factor 2 lysine methyltransferase(EEF2KMT)	Homo sapiens
213697_at	homeodomain interacting protein kinase 3(HIPK3)	Homo sapiens
232364_at	uncharacterized LOC100506235(LOC100506235)	Homo sapiens
212771_at	family with sequence similarity 171 member A1(FAM171A1)	Homo sapiens
235837_at	Smad nuclear interacting protein 1(SNIP1)	Homo sapiens
236758_at	long intergenic non-protein coding RNA 684(LINC00684)	Homo sapiens
219047_s_at	zinc finger protein 668(ZNF668)	Homo sapiens
226328_at	Kruppel like factor 16(KLF16)	Homo sapiens
232089_at	zinc finger protein 263(ZNF263)	Homo sapiens
1566129_at	LIM zinc finger domain containing 1(LIMS1)	Homo sapiens
1570259_at	LIM zinc finger domain containing 1(LIMS1)	Homo sapiens
1564272_a_at	kelch domain containing 1(KLHDC1)	Homo sapiens
228801_at	ORMDL sphingolipid biosynthesis regulator 1(ORMDL1)	Homo sapiens
219861_at	DnaJ heat shock protein family (Hsp40) member C17(DNAJC17)	Homo sapiens
203713_s_at	LLGL2, scribble cell polarity complex component(LLGL2)	Homo sapiens
206238_s_at	YY1 associated factor 2(YAF2)	Homo sapiens
215984_s_at	ADP ribosylation factor related protein 1(ARFRP1)	Homo sapiens
223380_s_at	large tumor suppressor kinase 2(LATS2)	Homo sapiens
230348_at	large tumor suppressor kinase 2(LATS2)	Homo sapiens
227013_at	large tumor suppressor kinase 2(LATS2)	Homo sapiens
222558_at	regulation of nuclear pre-mRNA domain containing 1A(RPRD1A)	Homo sapiens
1554472_a_at	PHD finger protein 20-like 1(PHF20L1)	Homo sapiens
214778_at	multiple EGF like domains 8(MEGF8)	Homo sapiens
238584_at	IQ motif containing with AAA domain 1(IQCA1)	Homo sapiens
224413_s_at	TM2 domain containing 2(TM2D2)	Homo sapiens
222575_at	SET domain containing 5(SETD5)	Homo sapiens
203341_at	CCAAT/enhancer binding protein zeta(CEBPZ)	Homo sapiens
218235_s_at	UTP11, small subunit processome component homolog (S. cerevisiae)(UTP11)	Homo sapiens
1560028_at	chromosome 11 open reading frame 57(C11orf57)	Homo sapiens
1552360_a_at	TIR domain containing adaptor protein(TIRAP)	Homo sapiens
224135_at	WD repeat domain 87(WDR87)	Homo sapiens
228067_at	KIAA1211 like(KIAA1211L)	Homo sapiens
219374_s_at	ALG9, alpha-1,2-mannosyltransferase(ALG9)	Homo sapiens
214805_at	eukaryotic translation initiation factor 4A1(EIF4A1)	Homo sapiens
219834_at	calcium responsive transcription factor(CARF)	Homo sapiens
1555391_a_at	calcium responsive transcription factor(CARF)	Homo sapiens
219740_at	vasohibin 2(VASH2)	Homo sapiens
235387_at	glutathione S-transferase C-terminal domain containing(GSTCD)	Homo sapiens
230696_at	ATP2A1 antisense RNA 1(ATP2A1-AS1)	Homo sapiens
221285_at	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2(ST8SIA2)	Homo sapiens
221648_s_at	agmatinase(AGMAT)	Homo sapiens
226568_at	family with sequence similarity 102 member B(FAM102B)	Homo sapiens
225136_at	pleckstrin homology domain containing A2(PLEKHA2)	Homo sapiens
201195_s_at	solute carrier family 7 member 5(SLC7A5)	Homo sapiens
210426_x_at	RAR related orphan receptor A(RORA)	Homo sapiens
210479_s_at	RAR related orphan receptor A(RORA)	Homo sapiens
226914_at	actin related protein 2/3 complex subunit 5 like(ARPC5L)	Homo sapiens
1553410_a_at	ATP binding cassette subfamily C member 12(ABCC12)	Homo sapiens
243735_at	elongator acetyltransferase complex subunit 2(ELP2)	Homo sapiens
207339_s_at	lymphotoxin beta(LTB)	Homo sapiens
1555266_a_at	additional sex combs like 2, transcriptional regulator(ASXL2)	Homo sapiens
1552258_at	cytoskeleton regulator RNA(CYTOR)	Homo sapiens
206919_at	ELK4, ETS transcription factor(ELK4)	Homo sapiens
220007_at	methyltransferase like 8(METTL8)	Homo sapiens
1554667_s_at	methyltransferase like 8(METTL8)	Homo sapiens
224257_s_at	prostate and breast cancer overexpressed 1(PBOV1)	Homo sapiens
227819_at	leucine rich repeat containing G protein-coupled receptor 6(LGR6)	Homo sapiens
211082_x_at	microtubule affinity regulating kinase 2(MARK2)	Homo sapiens
231124_x_at	lymphocyte antigen 9(LY9)	Homo sapiens
210370_s_at	lymphocyte antigen 9(LY9)	Homo sapiens
215967_s_at	lymphocyte antigen 9(LY9)	Homo sapiens
240303_at	transmembrane channel like 5(TMC5)	Homo sapiens
214204_at	PARK2 coregulated(PACRG)	Homo sapiens
213882_at	TM2 domain containing 1(TM2D1)	Homo sapiens
1564050_at	RAD52 motif containing 1 pseudogene(LOC100131347)	Homo sapiens
228462_at	iroquois homeobox 2(IRX2)	Homo sapiens
221558_s_at	lymphoid enhancer binding factor 1(LEF1)	Homo sapiens
210948_s_at	lymphoid enhancer binding factor 1(LEF1)	Homo sapiens
221557_s_at	lymphoid enhancer binding factor 1(LEF1)	Homo sapiens
212679_at	transducin beta like 2(TBL2)	Homo sapiens
204095_s_at	elongation factor for RNA polymerase II(ELL)	Homo sapiens
239144_at	beta-1,3-glucuronyltransferase 2(B3GAT2)	Homo sapiens
207793_s_at	erythrocyte membrane protein band 4.1(EPB41)	Homo sapiens
1554481_a_at	erythrocyte membrane protein band 4.1(EPB41)	Homo sapiens
225051_at	erythrocyte membrane protein band 4.1(EPB41)	Homo sapiens
229797_at	mucolipin 3(MCOLN3)	Homo sapiens
212336_at	erythrocyte membrane protein band 4.1 like 1(EPB41L1)	Homo sapiens
220141_at	chromosome 11 open reading frame 63(C11orf63)	Homo sapiens
204790_at	SMAD family member 7(SMAD7)	Homo sapiens
	216165_at		
	1561998_at		
	242593_at		
	243640_x_at		
	231507_at		
	229130_at		
	237371_at		
	239122_at		
	233614_at		
	243931_at		
	1566232_at		
	1553355_at		
	1558854_a_at		
	232747_at		
	232726_at		
	240877_x_at		
	232797_at		
	241769_at		
	235538_at		
	220809_at		
	236251_at		
	229907_at		
	231169_at		
	1561562_at		
	1563509_at		
	1558783_at		
	230654_at		
	244800_x_at		
	240073_at		
	1566442_at		
	234604_at		
	237394_at		
	240544_at		
	231170_at		
	232757_at		
	237940_s_at		
	244548_at		
	1557807_a_at		
	232967_at		
	231183_s_at		
	237006_at		
	215079_at		
	216553_x_at		
	1566825_at		
	1556622_s_at		
	237441_at		
	237015_at		
	1566215_at		
	1556623_at		
	1570005_at		
	240401_at		
	241081_at		
	1559331_x_at		
	239469_at		
	1569578_at		
	239379_at		
	215386_at		
	232970_at		
	1559037_a_at		
	239474_at		
	241641_at		
	1561058_at		
	1555117_at		
	222376_at		
	232522_at		
	243808_at		
	242125_at		
	239166_at		
	217671_at		
	234889_at		
	236404_at		
	1570588_at		
	242174_at		
	242537_at		
	214078_at		
	227762_at		
	1556683_x_at		
	221642_at		
	244469_at		
	244031_at		
	1561462_at		
	237672_at		
	237165_at		
	215872_at		
	1556645_s_at		
	234215_at		
	222355_at		
	236116_at		
	237746_at		
	1569449_a_at		
	240526_at		
	238442_at		
	243787_at		
	1563958_at		
	239495_at		
	243796_at		
	236809_at		
	1563621_at		
	232319_at		
	239760_at		
	224067_at		
	240358_at		
	237550_at		
	240758_at		
	1569167_at		
	232472_at		
	242878_at		
